Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date
"12980 74 Avenue, Surrey","1,099,000",For Sale,49.1371843,-122.8629188,9,8,12-Mar-25
"14506 72a Avenue, Surrey","1,899,000",For Sale,49.13456,-122.8206,6,5,12-Mar-25
"1601 - 3438 Vanness Avenue, Vancouver","519,900",For Sale,49.2379906,-123.0316136,1,1,12-Mar-25
"2279 Leclair Drive, Coquitlam","2,299,000",For Sale,49.2427312,-122.8283246,6,4,12-Mar-25
"2602 - 1331 Alberni Street , Vancouver","968,000",For Sale,49.2882466,-123.1276892,1,1,12-Mar-25
"206 - 1465 Comox Street, Vancouver","774,900",For Sale,49.2857388,-123.1345829,,,12-Mar-25
"156 - 2228 162 Street, Surrey","989,900",For Sale,49.0421867,-122.7730074,1,1,12-Mar-25
"2586 23 Avenue, Vancouver","2,200,000",For Sale,49.2495257,-123.0526739,1,1,12-Mar-25
"TH21 - 550 Taylor Street, Vancouver","899,000",For Sale,49.27996,-123.1057286,2,2,12-Mar-25
"1602 - 3331 Brown Road, Richmond","699,800",For Sale,49.1862002,-123.1298776,2,1,12-Mar-25
"502 - 4168 Lougheed Highway, Burnaby","1,189,900",For Sale,49.2660541,-123.0118677,4,4,12-Mar-25
"801 - 2085 Skyline Court, Burnaby","698,000",For Sale,49.265196,-123.0049648,2,2,11-Mar-25
"1002 - 2055 Pendrell Street, Vancouver","768,000",For Sale,49.2906112,-123.144247,1,1,11-Mar-25
"318 - 599 Dansey Avenue, Coquitlam","499,800",For Sale,49.2474165,-122.8870444,5,3,11-Mar-25
"203 - 7683 Park Crescent, Burnaby","882,900",For Sale,49.2097159,-122.9495044,2,2,11-Mar-25
"SL 6 - 720 Robinson Street, Coquitlam","1,420,000",For Sale,49.2614176,-122.8802032,3,0,11-Mar-25
"Dennis Crescent , Richmond","2,000",For Rent,49.137543,-123.1129155,2,1,11-Mar-25
"Kitchener Street , Vancouver","2,000",For Rent,49.2722969,-123.0547854,2,1,11-Mar-25
"509 Dunsmuir Street, Vancouver","128,000",For Sale,49.2826081,-123.1145946,,,11-Mar-25
"2270 - 8260 Westminster Highway, Richmond","868,000",For Sale,49.1699869,-123.1332324,,,11-Mar-25
"602 - 180 2nd Avenue, Vancouver","999,900",For Sale,49.2690663,-123.1088002,2,2,11-Mar-25
"1522 - 1200 Hornby Street, Vancouver","3,775",For Rent,49.2779448,-123.1277664,2,1,11-Mar-25
"3902 - 1011 Cordova Street, Vancouver","3,750,000",For Sale,49.2878997,-123.1166553,2,3,11-Mar-25
"306 - 2636 Hastings Street, Vancouver","599,999",For Sale,49.2810083,-123.0510572,1,1,11-Mar-25
"2902 - 977 Mainland Street, Vancouver","699,900",For Sale,49.2773752,-123.118231,3,4,11-Mar-25
"209 - 199 Victory Ship Way, North Vancouver","1,149,000",For Sale,49.3088826,-123.0773012,5,3,11-Mar-25
"House - 12687 23 Avenue, Surrey","4,350",For Rent,49.04425,-122.87036,3,1,11-Mar-25
"1802 - 1740 Comox Street, Vancouver","728,800",For Sale,49.2879846,-123.1390223,1,1,11-Mar-25
"1253 - 20800 Westminster Highway, Richmond",20,For Rent,49.1681592,-122.9928858,,,11-Mar-25
"174 - 5489 Byrne Road, Burnaby",23,For Rent,49.2006562,-122.9856734,,,11-Mar-25
"180 - 12851 Clarke Place, Richmond",0,For Sale,49.186157,-123.082137,,,11-Mar-25
"1410 - 4540 No. 3 Road, Richmond","450,000",For Sale,49.1808426,-123.1350676,,,11-Mar-25
"100 - 8833 Odlin Crescent, Richmond","1,238,000",For Sale,49.182531,-123.1274731,,,11-Mar-25
"7590 6th Street, Burnaby",15,For Rent,49.22281,-122.93203,,,11-Mar-25
"11 - 7500 Cumberland Street, Burnaby","1,299,000",For Sale,49.2338529,-122.9184138,3,3,11-Mar-25
"103 - 13228 Old Yale Road, Surrey","599,000",For Sale,49.1872768,-122.8558792,2,3,11-Mar-25
"332 - 9288 Odlin Road, Richmond","649,999",For Sale,49.1815006,-123.1215469,2,2,11-Mar-25
"301 - 327 2nd Street, North Vancouver","726,900",For Sale,49.3094569,-123.071015,2,2,11-Mar-25
"417 - 518 Moberly Road, Vancouver","1,299,000",For Sale,49.2678853,-123.1167321,2,2,11-Mar-25
"701 - 1601 Quebec Street, Vancouver","3,949,900",For Sale,49.2715566,-123.1027944,3,3,11-Mar-25
"1701 - 1708 Ontario Street, Vancouver","1,698,000",For Sale,49.2700839,-123.1043373,2,2,11-Mar-25
"5314 - 5111 Garden City Road, Richmond","599,000",For Sale,49.1770772,-123.1267753,2,2,11-Mar-25
"2 - 17097 64 Avenue, Surrey","999,999",For Sale,49.1195222,-122.7487781,3,4,11-Mar-25
"219 - 1529 6th Avenue, Vancouver","599,900",For Sale,49.2653671,-123.0730201,0,1,11-Mar-25
"13790 23 Ave , Surrey","2,650,000",For Sale,49.0436846,-122.840126,5,5,11-Mar-25
"601 - 133 8th Avenue, Vancouver","639,900",For Sale,49.2638591,-123.1021018,1,1,11-Mar-25
"502 - 495 6 Avenue, Vancouver","769,000",For Sale,49.2658968,-123.1142465,1,1,11-Mar-25
"527 - 666 Leg In Boot Square, Vancouver","998,000",For Sale,49.2670455,-123.1192711,2,2,11-Mar-25
"3511 - 3809 Evergreen Place, Burnaby","849,900",For Sale,49.2498579,-122.8940588,2,1,11-Mar-25
"Avenue, Vancouver","695,000",For Sale,49.2789453,-123.1219901,2,2,11-Mar-25
"13500 Balsam Crescent, Surrey","3,398,000",For Sale,49.05835,-122.84824,3,2,11-Mar-25
"4878 Paton Street, Vancouver","3,999,800",For Sale,49.2435968,-123.1594977,4,3,11-Mar-25
"15821 29a Avenue, Surrey","1,668,000",For Sale,49.0551179,-122.784115,5,4,11-Mar-25
"807 - 989 Nelson Street, Vancouver","829,888",For Sale,49.2812121,-123.1251379,2,2,11-Mar-25
"471 Beach Crescent, Vancouver","3,375,000",For Sale,49.272723,-123.1278871,3,3,11-Mar-25
"527 - 119 22nd Street, North Vancouver","730,000",For Sale,49.3292906,-123.0732522,1,1,11-Mar-25
"5741 125a Street, Surrey","2,888,000",For Sale,49.1067417,-122.8749831,,,11-Mar-25
"2364 Marine Drive, West Vancouver","3,639,000",For Sale,49.3335189,-123.177652,7,3,11-Mar-25
"1339 48th Avenue, Vancouver","3,990,000",For Sale,49.2279772,-123.1361098,8,7,11-Mar-25
"18190 92 Avenue, Surrey","8,800,000",For Sale,49.16966,-122.71872,,,11-Mar-25
"202 - 8733 160 Street, Surrey","479,000",For Sale,49.1614162,-122.7797418,1,1,11-Mar-25
"702 - 6638 Dunblane Avenue, Burnaby","798,000",For Sale,49.2233544,-122.9925207,2,2,11-Mar-25
"403 - 4025 Norfolk Street, Burnaby","999,999",For Sale,49.2555905,-123.0152359,3,3,11-Mar-25
"1204 - 10626 City Parkway, Surrey","476,000",For Sale,49.1955846,-122.8479033,1,1,11-Mar-25
"311 - 1859 Spyglass Place, Vancouver","1,280,000",For Sale,49.2705127,-123.1153645,2,2,11-Mar-25
"10428 Whalley Boulevard, Surrey","599,900",For Sale,49.19237,-122.8415042,2,1,11-Mar-25
"1210 - 2186 Gilmore Avenue, Burnaby","788,000",For Sale,49.2652826,-123.0140373,2,2,11-Mar-25
"1806 - 1632 Lions Gate Lane, North Vancouver","1,580,000",For Sale,49.3249218,-123.1225036,3,2,11-Mar-25
"118 - 8870 Citation Drive, Richmond","479,000",For Sale,49.1636446,-123.1255651,2,1,11-Mar-25
"19 - 8638 159 Street, Surrey","849,999",For Sale,49.1599582,-122.7817131,4,3,11-Mar-25
"46 - 3618 150 Street, Surrey","1,599,900",For Sale,49.0677662,-122.8054918,2,2,11-Mar-25
"4967 Georgia Street, Burnaby","2,488,000",For Sale,49.278477,-122.990659,6,5,11-Mar-25
"2 - 1426 54th Avenue, Vancouver","1,448,000",For Sale,49.2214634,-123.1382931,3,4,11-Mar-25
"100 - 2918 Glen Drive, Coquitlam","56,000",For Rent,49.2821912,-122.799982,,,11-Mar-25
"402 - 674 17th Avenue, Vancouver","575,000",For Sale,49.255828,-123.1197909,2,1,11-Mar-25
"SL17 - 10333 River Drive, Richmond","1,149,000",For Sale,49.197524,-123.1044076,3,3,11-Mar-25
"2605 - 13688 100 Avenue, Surrey","399,900",For Sale,49.1838039,-122.8436235,1,1,11-Mar-25
"3426 Copeland Avenue, Vancouver","659,900",For Sale,49.2153156,-123.0285898,3,2,11-Mar-25
"307 - 16380 64 Avenue, Surrey","689,800",For Sale,49.1174645,-122.7699738,2,2,11-Mar-25
"2010 - 9111 Beckwith Road, Richmond","98,000",For Sale,49.1937503,-123.1227601,,,11-Mar-25
"1190 - 320 Granville Street, Vancouver","78,576",For Rent,49.2855092,-123.1129175,,,11-Mar-25
"1509 - 13380 108 Avenue, Surrey","499,999",For Sale,49.1987331,-122.8521399,2,2,11-Mar-25
"220 - 179 Davie Street, Vancouver","1,699,000",For Sale,49.273822,-123.1205887,,,11-Mar-25
"2291 Dorman Drive, Burnaby","2,199,900",For Sale,49.2630914,-122.9523777,5,3,11-Mar-25
"5499 Manor Street, Burnaby","2,799,000",For Sale,49.25727,-122.98421,9,8,11-Mar-25
"10619 141 Street, Surrey","2,750",For Rent,49.195627,-122.8317211,3,2,11-Mar-25
"575 Fairway Drive , North Vancouver","7,950",For Rent,49.3098601,-122.9575863,4,4,11-Mar-25
"3503 - 688 Abbott Street, Vancouver","1,298,000",For Sale,49.278892,-123.1074245,2,2,11-Mar-25
"3807 - 2186 Gilmore Avenue, Burnaby","1,099,900",For Sale,49.2652826,-123.0140373,2,2,11-Mar-25
"70 - 9339 Alberta Road, Richmond","890,000",For Sale,49.1668341,-123.1207698,3,3,11-Mar-25
"227 - 708 Lea Avenue, Coquitlam","899,999",For Sale,49.2643172,-122.8823297,2,2,11-Mar-25
"15 - 7540 Abercrombie Drive, Richmond","1,198,000",For Sale,49.1579252,-123.1369798,3,3,11-Mar-25
"1602 - 1050 Smithe Street, Vancouver","988,000",For Sale,49.2833879,-123.1255977,2,2,11-Mar-25
"211 - 2366 Wall Street, Vancouver","599,900",For Sale,49.2901776,-123.0572156,1,1,11-Mar-25
"709 - 5380 Crooked Branch Road, Vancouver","836,000",For Sale,49.2632992,-123.2353667,1,1,11-Mar-25
"201 - 5460 Broadway , Burnaby","829,000",For Sale,49.266137,-122.9844813,2,2,11-Mar-25
"299 55th Avenue, Vancouver","2,598,800",For Sale,49.2203229,-123.0999803,3,2,11-Mar-25
"2011 48th Avenue, Vancouver","4,795,000",For Sale,49.2282345,-123.1526125,3,4,11-Mar-25
"1630 Layton Drive, North Vancouver","2,179,000",For Sale,49.3220537,-123.0060434,2,2,11-Mar-25
"502 - 2181 Madison Avenue, Burnaby","799,000",For Sale,49.2648606,-123.0089395,2,2,11-Mar-25
"309 - 2410 Cornwall Avenue, Vancouver","1,349,000",For Sale,49.2724213,-123.1601953,2,1,11-Mar-25
"4511 Cameron Court, Richmond","1,885,000",For Sale,49.1804414,-123.089674,5,3,11-Mar-25
"115 W 43 , Vancouver","1,650",For Rent,49.2315812,-123.108653,2,2,11-Mar-25
"15 - 7700 Abercrombie Drive, Richmond","1,088,000",For Sale,49.1568499,-123.137992,1,1,11-Mar-25
"1204 - 5766 Gilbert Road, Richmond","869,000",For Sale,49.1720383,-123.1463413,3,3,11-Mar-25
"66 - 6588 Barnard Drive, Richmond","1,199,000",For Sale,49.167688,-123.184463,4,3,11-Mar-25
"113 - 4101 Yew Street, Vancouver","1,168,000",For Sale,49.2498458,-123.1558288,2,2,11-Mar-25
"1 - 3186 11th Avenue, Vancouver","3,050,000",For Sale,49.2621887,-123.1756265,4,4,11-Mar-25
"2314 Oneida Drive, Coquitlam","2,399,000",For Sale,49.2716797,-122.8281643,5,4,11-Mar-25
"4472 15th Avenue, Vancouver","2,699,000",For Sale,49.2590721,-123.2082645,2,2,11-Mar-25
"8411 170 Street, Surrey","1,399,900",For Sale,49.1556603,-122.7515841,4,3,11-Mar-25
"110 - 1777 13th Avenue, Vancouver","999,999",For Sale,49.2601965,-123.1450401,6,5,11-Mar-25
"1401 - 10428 Whalley Boulevard, Surrey","499,999",For Sale,49.19237,-122.8415042,,,11-Mar-25
"905 - 4118 Dawson Street, Burnaby","579,000",For Sale,49.2643041,-123.013727,1,1,11-Mar-25
"359 - 8158 128 Street, Surrey","3,499,000",For Sale,49.1512656,-122.864837,,,11-Mar-25
"16706 16 Avenue, Surrey","1,388,000",For Sale,49.0308307,-122.759872,5,4,11-Mar-25
"29 - 14909 32 Avenue, Surrey","1,030,000",For Sale,49.0603921,-122.8090956,2,2,11-Mar-25
"105 - 5692 Kings Road, Vancouver","1,049,000",For Sale,49.2652324,-123.2407258,2,2,11-Mar-25
"3506 - 4730 Lougheed Highway, Burnaby","668,500",For Sale,49.265665,-122.9952381,1,1,11-Mar-25
"1201 - 1675 Lions Gate Lane, North Vancouver","1,179,000",For Sale,49.3254849,-123.1226258,2,2,11-Mar-25
"706 - 6688 Pearson Way, Richmond","1,288,000",For Sale,49.1757469,-123.1484101,2,3,11-Mar-25
"1302 - 6622 Southoaks Crescent, Burnaby","719,000",For Sale,49.2176987,-122.9678144,2,2,11-Mar-25
"601 - 140 Keith Road, North Vancouver","939,000",For Sale,49.3169622,-123.0714662,2,2,11-Mar-25
"842 Esquimalt Avenue, West Vancouver","2,798,000",For Sale,49.3306553,-123.138547,5,3,11-Mar-25
"14428 33a Avenue, Surrey","3,380,000",For Sale,49.062498,-122.8229441,6,6,11-Mar-25
"1005 - 505 Nelson Street, Coquitlam","690,000",For Sale,49.2494204,-122.8649479,1,1,11-Mar-25
"80 - 10830 152 Street, Surrey","769,000",For Sale,49.1993996,-122.8005706,3,3,11-Mar-25
"203 - 505 Lonsdale Avenue, North Vancouver","899,000",For Sale,49.3154727,-123.0755808,2,2,11-Mar-25
"2303 - 6288 Cassie Avenue, Burnaby","899,900",For Sale,49.2261087,-123.0075073,1,2,11-Mar-25
"506 Raindance Court, West Vancouver","355,000",For Sale,49.3223199,-123.1357108,4,4,11-Mar-25
"311 - 15272 19 Avenue, Surrey","569,000",For Sale,49.0358456,-122.7994396,2,2,11-Mar-25
"2003 - 2979 Glen Drive, Coquitlam","985,000",For Sale,49.28299,-122.79501,,,11-Mar-25
"101 - 6420 Buswell Street, Richmond","379,900",For Sale,49.1672857,-123.1327593,3,2,11-Mar-25
"17499 20 Avenue, Surrey","23,980,000",For Sale,49.03861,-122.73823,4,3,11-Mar-25
"2105 - 4650 Brentwood Boulevard, Burnaby","835,000",For Sale,49.2667792,-122.9995619,2,2,11-Mar-25
"402 - 13618 100 Avenue, Surrey","589,800",For Sale,49.1837997,-122.8447563,2,2,11-Mar-25
"204 - 16469 64 Avenue, Surrey","725,000",For Sale,49.1193096,-122.7649676,2,2,11-Mar-25
"703 - 1888 Gilmore Avenue, Burnaby","499,000",For Sale,49.2676356,-123.0137751,1,1,11-Mar-25
"1704 - 489 Interurban Way, Vancouver","499,900",For Sale,49.2097345,-123.1162884,1,1,11-Mar-25
"5 - 15155 62a Avenue, Surrey","719,000",For Sale,49.1182781,-122.8059541,1,1,11-Mar-25
"703 - 10033 River Drive, Richmond","599,800",For Sale,49.1995594,-123.1124112,1,1,11-Mar-25
"502 - 1200 W. Georgia Street, Vancouver","719,000",For Sale,49.287159,-123.1259569,1,1,11-Mar-25
"1204 - 738 Farrow Street, Coquitlam","835,000",For Sale,49.262119,-122.8912601,2,2,11-Mar-25
"17766 69 Avenue, Surrey","1,599,900",For Sale,49.1275189,-122.7310128,3,3,11-Mar-25
"1102 - 8160 Lansdowne Road, Richmond","928,000",For Sale,49.17351,-123.134049,2,2,11-Mar-25
"6303 167b Street, Surrey","1,749,000",For Sale,49.1166592,-122.7582532,6,0,11-Mar-25
"1603 - 6699 Dunblane Avenue, Burnaby","559,000",For Sale,49.2222005,-122.9930653,1,1,11-Mar-25
"4343 Patterdale Drive, North Vancouver","2,498,800",For Sale,49.3501168,-123.1110668,4,3,11-Mar-25
"8411 Sunnywood Drive, Richmond","4,860,000",For Sale,49.1524985,-123.1460051,2,2,11-Mar-25
"112 - 13929 105 Boulevard, Surrey","599,900",For Sale,49.1944524,-122.836523,2,2,11-Mar-25
"307 - 15140 108 Avenue, Surrey","649,000",For Sale,49.1979572,-122.8017425,2,2,11-Mar-25
"1407 Strawline Hill Street, Coquitlam","2,499,800",For Sale,49.2984999,-122.738904,6,6,10-Mar-25
"1003 - 1450 Pennyfarthing Drive, Vancouver","1,072,000",For Sale,49.2726319,-123.1417658,2,2,10-Mar-25
"208 - 5811 177b Street, Surrey","614,999",For Sale,49.1080339,-122.7307737,2,2,10-Mar-25
"2211 Grant Street, Vancouver","2,199,000",For Sale,49.2714361,-123.0595993,4,3,10-Mar-25
"3505 - 833 Seymour Street, Vancouver","1,699,000",For Sale,49.2804755,-123.1196313,3,2,10-Mar-25
"816 - 1618 Quebec Street, Vancouver","749,900",For Sale,49.2714629,-123.1016124,1,1,10-Mar-25
"332 11th Street, North Vancouver","2,198,000",For Sale,49.3180613,-123.0645985,4,4,10-Mar-25
"14177 60a Avenue, Surrey","1,999,000",For Sale,49.113008,-122.8296474,7,7,10-Mar-25
"13289 71b Avenue, Surrey","399,999",For Sale,49.1333606,-122.8543288,3,2,10-Mar-25
"6911 Isleview Road, West Vancouver","30,000",For Rent,49.3779322,-123.2802187,4,45,10-Mar-25
"208 - 828 Gauthier Avenue, Coquitlam","698,000",For Sale,49.2384632,-122.8744449,2,2,10-Mar-25
"502 - 1480 Duchess Avenue, West Vancouver","995,000",For Sale,49.3294054,-123.1561708,4,3,10-Mar-25
"7350 194 Street, Surrey","1,480,000",For Sale,49.1363707,-122.6848938,5,4,10-Mar-25
"308 - 1331 Alberni Street, Vancouver","399,000",For Sale,49.2882466,-123.1276892,1,1,10-Mar-25
"1306 - 9188 Hemlock Drive, Richmond","3,000",For Rent,49.1671585,-123.1240559,5,3,13-Mar-25
"211 - 621 Regan Avenue, Coquitlam","535,000",For Sale,49.2624991,-122.8845992,2,2,13-Mar-25
"TH6 - 610 3rd Street, North Vancouver","1,600,000",For Sale,49.3087946,-123.0628989,4,4,13-Mar-25
"308 - 1655 Augusta Avenue, Burnaby","948,000",For Sale,49.2688487,-122.9509936,2,2,13-Mar-25
"1237 64th Avenue, Vancouver","1,848,000",For Sale,49.2132388,-123.1334081,6,4,13-Mar-25
"11235 Park Place, Surrey","1,449,000",For Sale,49.2068076,-122.835953,4,3,13-Mar-25
"13491 Marine Drive, Surrey","3,280,000",For Sale,49.02723,-122.84814,3,3,13-Mar-25
"120 - 5738 175 Street, Surrey","149,000",For Sale,49.1061249,-122.7377249,,,13-Mar-25
"2171 Sperling Avenue, Burnaby","2,288,000",For Sale,49.2643428,-122.9650026,2,3,13-Mar-25
"234 - 8188 Manitoba Street, Vancouver",17,For Rent,49.2112,-123.10902,,,13-Mar-25
"405 - 626 Claremont Street, Coquitlam","899,900",For Sale,49.2642605,-122.8902506,2,2,13-Mar-25
"2287 12th Avenue, Vancouver","1,379,000",For Sale,49.2612501,-123.157194,2,2,13-Mar-25
"1901 - 1482 Robson Street, Vancouver","1,055,000",For Sale,49.2885128,-123.1311775,2,1,13-Mar-25
"1101 - 4505 Hazel Street, Burnaby","970,000",For Sale,49.2308788,-123.0033382,1,1,13-Mar-25
"3105 - 4189 Halifax Street, Burnaby","849,000",For Sale,49.2684158,-123.012471,2,2,13-Mar-25
"396 47th Avenue, Vancouver","2,499,000",For Sale,49.227311,-123.0977363,4,3,13-Mar-25
"108 - 228 18th Avenue, Vancouver","900,000",For Sale,49.2544951,-123.0998636,2,2,13-Mar-25
"9 - 8377 Jones Road, Richmond","998,000",For Sale,49.1574679,-123.131553,2,3,13-Mar-25
"508 - 1540 2nd Avenue, Vancouver","1,549,000",For Sale,49.2693164,-123.1401449,3,3,13-Mar-25
"1201 - 8033 Saba Road, Richmond","789,000",For Sale,49.1693121,-123.1352121,1,1,13-Mar-25
"1378 Seymour Street, Vancouver","1,199,000",For Sale,49.2744979,-123.1278478,3,1,13-Mar-25
"12567 66 Avenue, Surrey","1,679,900",For Sale,49.1231088,-122.8745028,3,4,13-Mar-25
"Basement Sui - 1775 59th Avenue, Vancouver","2,700",For Rent,49.2179207,-123.1474938,4,4,13-Mar-25
"28 - 9800 Kilby Drive, Richmond","1,089,900",For Sale,49.1855855,-123.1143515,3,3,13-Mar-25
"1211 - 10626 City Parkway, Surrey","491,900",For Sale,49.1955846,-122.8479033,1,1,13-Mar-25
"407 - 10428 Whalley Boulevard, Surrey","539,800",For Sale,49.19237,-122.8415042,1,1,13-Mar-25
"411 - 1367 Alberni Street, Vancouver","748,000",For Sale,49.2886162,-123.1282575,1,1,13-Mar-25
"23 - 5750 174 Street, Surrey","675,000",For Sale,49.1068382,-122.74044,3,3,13-Mar-25
"702 - 13725 George Junction , Surrey","1,900",For Rent,49.1817999,-122.8434731,1,1,13-Mar-25
"1006 - 4488 Juneau Street, Burnaby","938,000",For Sale,49.2633794,-123.0037234,5,3,13-Mar-25
"201 - 2800 Chesterfield Avenue, North Vancouver","609,900",For Sale,49.3353183,-123.0743761,2,2,13-Mar-25
"311 - 2175 Salal Drive, Vancouver","926,800",For Sale,49.2617136,-123.1545051,1,1,13-Mar-25
"232 - 10928 132 Street, Surrey","298,000",For Sale,49.2013467,-122.8560634,0,1,13-Mar-25
"6 - 265 8th Street, North Vancouver","1,429,000",For Sale,49.3153911,-123.067135,2,3,13-Mar-25
"1605 - 1833 Crowe Street, Vancouver","1,249,000",For Sale,49.2687444,-123.1124104,3,5,13-Mar-25
"508 - 2388 Madison Avenue, Burnaby","770,000",For Sale,49.2628193,-123.0084224,3,3,13-Mar-25
"106 - 8220 Jones Road, Richmond","728,000",For Sale,49.1567644,-123.1331737,2,2,13-Mar-25
"304 - 15357 17a Avenue, Surrey","699,000",For Sale,49.034124,-122.7971154,3,3,13-Mar-25
"12347 103a Avenue, Surrey","1,275,000",For Sale,49.1908566,-122.8797634,5,2,13-Mar-25
"14872 25a Avenue, Surrey","1,890,000",For Sale,49.0479863,-122.8101431,6,4,13-Mar-25
"402 - 237 4th Avenue, Vancouver","1,249,900",For Sale,49.2676476,-123.1093416,1,2,13-Mar-25
"512 - 3333 Brown Road, Richmond","890,000",For Sale,49.1863147,-123.129825,2,2,13-Mar-25
"506 - 9228 Slopes Mews, Burnaby","588,000",For Sale,49.2769068,-122.9074276,2,2,13-Mar-25
"216 - 10065 133 Street, Surrey","389,990",For Sale,49.1857413,-122.8543437,0,1,13-Mar-25
"1504 - 1568 Alberni Street, Vancouver","6,500",For Rent,49.289896,-123.1312928,2,2,13-Mar-25
"18 - 15489 99a Avenue, Surrey","999,999",For Sale,49.1836148,-122.7902294,3,3,13-Mar-25
"2 - 16361 23a Avenue, Surrey","899,000",For Sale,49.0449912,-122.7692573,3,3,13-Mar-25
"517 - 10065 133 Street, Surrey","484,990",For Sale,49.1857413,-122.8543437,1,1,13-Mar-25
"3905 - 3833 Evergreen Place, Burnaby","999,000",For Sale,49.249599,-122.8943497,3,2,13-Mar-25
"364 Taylor Way, West Vancouver","1,350,000",For Sale,49.326983,-123.1349474,3,3,13-Mar-25
"610 - 4759 Valley Drive, Vancouver","2,499,000",For Sale,49.2433488,-123.1512407,2,3,13-Mar-25
"409 - 10065 133 Street, Surrey","684,990",For Sale,49.1857413,-122.8543437,1,2,13-Mar-25
"2501 - 13428 105 Avenue, Surrey","648,000",For Sale,49.1927348,-122.8500408,1,1,13-Mar-25
"148 Kings Road, North Vancouver","2,225,000",For Sale,49.3377059,-123.0703859,5,4,13-Mar-25
"3775 Lincoln Avenue, Coquitlam","3,490,000",For Sale,49.2786227,-122.7131452,4,3,13-Mar-25
"646 Alderson Avenue, Coquitlam","1,888,000",For Sale,49.2396281,-122.88325,4,4,13-Mar-25
"309 - 10065 133 Street, Surrey","494,990",For Sale,49.1857413,-122.8543437,3,2,13-Mar-25
"1605 - 3096 Windsor Gate, Coquitlam","799,000",For Sale,49.27954,-122.78711,1,1,13-Mar-25
"1902 - 1188 Pinetree Way, Coquitlam","599,999",For Sale,49.28197,-122.79395,2,2,13-Mar-25
"204 - 13530 Hilton Road, Surrey","459,900",For Sale,49.2020765,-122.8477032,4,2,13-Mar-25
"830 Pyrford Road, West Vancouver","3,388,000",For Sale,49.3466708,-123.1420086,6,6,13-Mar-25
"708 - 8180 Granville Avenue, Richmond","698,000",For Sale,49.1624786,-123.1338234,2,2,13-Mar-25
"104 - 626 Claremont Street, Coquitlam","1,019,900",For Sale,49.2642605,-122.8902506,2,3,13-Mar-25
"507 - 2978 Glen Drive, Coquitlam","696,000",For Sale,49.2821044,-122.7969491,2,2,13-Mar-25
"403 - 89 Nelson Avenue, Vancouver","865,000",For Sale,49.2194926,-122.9941094,1,1,13-Mar-25
"6 - 5960 142 Street, Surrey","950,000",For Sale,49.11137,-122.8285756,4,3,13-Mar-25
"456 20th Street, North Vancouver","1,799,000",For Sale,49.3273599,-123.0604801,5,2,13-Mar-25
"2914 Valleyvista Drive, Coquitlam","1,825,000",For Sale,49.296851,-122.8002435,4,4,13-Mar-25
"1277 Nestor Street, Coquitlam","1,399,900",For Sale,49.2908754,-122.7781786,4,3,13-Mar-25
"3322 6th Avenue, Vancouver","3,580,000",For Sale,49.2645018,-123.0328943,5,3,13-Mar-25
"PH13 - 1717 Bayshore Drive, Vancouver","4,100,000",For Sale,49.2927279,-123.1317671,,,13-Mar-25
"1608 - 489 Interurban Way, Vancouver","485,000",For Sale,49.2097345,-123.1162884,1,1,13-Mar-25
"1803 - 33 Smithe Street, Vancouver","1,299,000",For Sale,49.2746848,-123.1124487,2,2,13-Mar-25
"302 - 3331 Brown Road, Richmond","649,900",For Sale,49.1862002,-123.1298776,1,1,13-Mar-25
"1110 - 13618 100 Avenue, Surrey","430,000",For Sale,49.1837997,-122.8447563,1,1,13-Mar-25
"211 - 7908 Graham Avenue, Burnaby","849,999",For Sale,49.2231891,-122.9324954,2,3,13-Mar-25
"211 - 5955 177b Street, Surrey","414,900",For Sale,49.1107445,-122.7309135,2,2,13-Mar-25
"302 - 17727 58 Avenue, Surrey","674,999",For Sale,49.1080506,-122.7315672,2,2,13-Mar-25
"2505 William Avenue, North Vancouver","2,098,000",For Sale,49.3319579,-123.0509132,5,3,13-Mar-25
"207 - 1153 Kensal Place, Coquitlam","715,000",For Sale,49.2806705,-122.7836898,2,2,13-Mar-25
"411 - 1591 Booth Avenue, Coquitlam","479,900",For Sale,49.2394481,-122.8496854,1,1,13-Mar-25
"2103 - 13685 102 Avenue, Surrey","399,000",For Sale,49.1880367,-122.8437515,0,1,13-Mar-25
"716 - 8800 Hazelbridge Way, Richmond","648,888",For Sale,49.1890449,-123.1277594,1,1,13-Mar-25
"B - 441 Bromley Street, Coquitlam","1,249,000",For Sale,49.24773,-122.81739,3,3,13-Mar-25
"709 - 66 Cordova Street, Vancouver","549,000",For Sale,49.282751,-123.1063348,1,1,13-Mar-25
"3609 3609 Turner Street , Vancouver","1,999,000",For Sale,49.279347,-123.0253239,6,4,13-Mar-25
"13613 Hilton Road, Surrey","1,199,000",For Sale,49.2012182,-122.8445971,6,2,13-Mar-25
"19422 61 Avenue, Surrey","1,149,000",For Sale,49.1139188,-122.6853322,4,3,13-Mar-25
"PH3 - 1790 Bayshore Drive, Vancouver","5,499,800",For Sale,49.2926314,-123.1330776,3,4,13-Mar-25
"205 - 8717 160 Street, Surrey","579,000",For Sale,49.1610914,-122.7796985,2,2,13-Mar-25
"2730 Westlake Drive, Coquitlam","1,425,000",For Sale,49.2562198,-122.813045,4,3,13-Mar-25
"13 - 3502 150a Street, Surrey","1,449,000",For Sale,49.0659262,-122.8055347,6,5,13-Mar-25
