Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date
"2017 - 230 Simcoe Street, Toronto","749,000",For Sale,43.65328239999999,-79.3889093,2,2,11 Mar 25
"402 - 336 Spadina Road, Toronto","7,300",For Rent,43.6839674,-79.4112608,2,6,11 Mar 25
"N1504 - 6 Sonic Way, Toronto","2,700",For Rent,43.7194953,-79.3365032,2,2,11 Mar 25
"440 Mission Beach, Rural Leduc County","499,900",For Sale,53.08316199999999,-114.121506,3,2,11 Mar 25
"308 - 1707 Charles Street, Vancouver","3,750",For Rent,49.2731601,-123.0692868,2,1,11 Mar 25
"123 Bear End Road, Penticton","1,688,888",For Sale,49.4993845,-119.5086939,8,7,11 Mar 25
"4562 James Hill Road, Regina","324,900",For Sale,50.40406489999999,-104.6605969,3,2,11 Mar 25
"505 - 3596 W. 28th Avenue, Vancouver","1,999,000",For Sale,49.2469782,-123.1848665,2,3,11 Mar 25
"308 - 4090 Whistler Way, Whistler","430,000",For Sale,50.1121376,-122.9558505,7,3,11 Mar 25
"1417 Cherniak Way, Edmonton","497,000",For Sale,53.4106308,-113.5146401,0,1,11 Mar 25
"2008 155 Avenue, Edmonton","534,995",For Sale,53.6160926,-113.498873,3,3,11 Mar 25
"51 - 1370 Riverwood Gate, Port Coquitlam","1,068,000",For Sale,49.262708,-122.7514122,3,3,11 Mar 25
"8444 16a Avenue, Edmonton","674,900",For Sale,53.4187531,-113.4647903,3,3,11 Mar 25
"1940 Begbie Road, Kelowna","1,335,000",For Sale,49.9448237,-119.438175,5,4,11 Mar 25
"23 Trunk Road, Sault Ste. Marie","699,000",For Sale,46.510162,-84.29964900000002,5,3,11 Mar 25
"38 Woodhouse Court, Stratford","429,900",For Sale,46.2307015,-63.0917467,,,11 Mar 25
"7620 Malden Road, Lasalle","1,799,999",For Sale,42.21248019999999,-83.0597756,4,1,11 Mar 25
"106 - 7428 Alberta Street, Vancouver","1,925,000",For Sale,49.2175086,-123.1129832,3,3,11 Mar 25
"59 - 515 Winston Road, Grimsby","2,700",For Rent,43.2103771,-79.60261589999999,3,3,11 Mar 25
"Bsmt - 9 Whispering Willow Pathway, Toronto","1,700",For Rent,43.8112359,-79.2136067,2,1,11 Mar 25
"326 Gillett Street, Prince George","489,900",For Sale,53.9223289,-122.7749682,4,2,11 Mar 25
"1277 Cameron Road, Ayr","2,895,000",For Sale,43.3586767,-80.4501875,4,5,11 Mar 25
"1801 - 811 Helmcken Street, Vancouver","839,000",For Sale,49.2791435,-123.1257306,2,2,11 Mar 25
"4137 40 Street, Drayton Valley","624,900",For Sale,53.2135019,-114.9579495,4,4,11 Mar 25
"343028 Concession 2 Ndr , West Grey","874,900",For Sale,44.1982873,-80.8199009,2,3,11 Mar 25
"11911 77 Street, Edmonton","199,900",For Sale,53.572451,-113.4592241,2,1,11 Mar 25
"486 Highland Road, Kitchener","1,099,900",For Sale,43.4308013,-80.4871507,6,3,11 Mar 25
"8412 134 Avenue, Edmonton","434,900",For Sale,53.59543470000001,-113.4705611,5,2,11 Mar 25
"59 Vancamp Avenue, Kitchener","899,000",For Sale,43.4406111,-80.5024171,6,3,11 Mar 25
"863 Wilson Avenue, Kelowna","760,000",For Sale,49.8909504,-119.4838517,4,1,11 Mar 25
"22 Horizon Crescent, North Grenville","799,900",For Sale,45.0404823,-75.68008259999999,2,2,11 Mar 25
"224 - 390 Island Highway, Campbell River","442,500",For Sale,50.0145493,-125.235413,2,1,11 Mar 25
"3339 Bothe Road, Kelowna","900,000",For Sale,49.8569012,-119.4715793,,,11 Mar 25
"471 - 1260 Raymer Avenue, Kelowna","579,900",For Sale,49.8662262,-119.4674327,2,2,11 Mar 25
"133 - 3231 No. 6 Road, Richmond",25,For Rent,49.189285,-123.070228,,,11 Mar 25
"2443 Millstone Drive, Oakville","1,599,000",For Sale,43.4396396,-79.77117179999999,4,3,11 Mar 25
"104 - 8678 Greenall Avenue, Burnaby","799,800",For Sale,49.2064149,-123.0172474,,,11 Mar 25
"204 - 7060 Waltham Avenue, Burnaby","69,444",For Rent,49.21940420000001,-122.9761968,,,11 Mar 25
"1800 Villagedale Road, Port La Tour","195,000",For Sale,43.5033143,-65.4868456,,,11 Mar 25
"88 Harness Circle, Markham","3,500",For Rent,43.8423951,-79.28980969999999,4,3,11 Mar 25
"219 Briston , Ottawa","2,200",For Rent,45.3661851,-75.6189906,2,2,11 Mar 25
"149 Elephant Hill Drive, Clarington","899,900",For Sale,43.92799189999999,-78.67831029999999,4,3,11 Mar 25
"1107 - 151 Country Village Road, Calgary","350,000",For Sale,51.161264,-114.0598415,1,1,11 Mar 25
"20 Goodview Road, Toronto","1,658,888",For Sale,43.7832863,-79.3571241,3,2,11 Mar 25
"6 - 125 Main Street, Airdrie",30,For Sale,51.292223,-114.013959,,,11 Mar 25
"383 Snug Harbour Road, Kawartha Lakes","3,350,000",For Sale,44.4410889,-78.71433449999999,3,3,11 Mar 25
"192 Precedence Hill, Cochrane","775,000",For Sale,51.172024,-114.4439287,3,3,11 Mar 25
"3113 - 111 Wolf Creek Drive, Calgary","374,900",For Sale,50.8758944,-114.0101752,3,2,11 Mar 25
"1-6 - 82 4 Street, Lashburn","195,000",For Sale,53.1239819,-109.6106374,,,11 Mar 25
"12729 105 Street, Grande Prairie","459,900",For Sale,55.194433,-118.8134797,3,2,11 Mar 25
"4 Thyme Court, Toronto","1,170,000",For Sale,43.7331074,-79.5963883,3,2,11 Mar 25
"14 Snowy Owl Crescent, Barrie","899,000",For Sale,44.4168522,-79.68819119999999,4,4,11 Mar 25
"3812 49 Street, Calgary","674,900",For Sale,51.0871627,-113.9622788,6,3,11 Mar 25
"2919 Tower Hill Crescent, West Vancouver","4,198,000",For Sale,49.34433199999999,-123.191727,3,6,11 Mar 25
"5895 River Road, Port Alberni","1,799,900",For Sale,49.2648219,-124.8385974,,,11 Mar 25
"9654 Devine Street, Pemberton","824,000",For Sale,50.5213695,-122.4915254,3,1,11 Mar 25
"107 - 80 Weston Road, Toronto","289,000",For Sale,43.6740429,-79.4705632,,,11 Mar 25
"2 - 1579 Oxford Street, London East",32,For Rent,43.0110626,-81.1984969,,,11 Mar 25
"604 - 3660 Hurontario Street, Mississauga",875,For Rent,43.5921595,-79.63398699999999,,,11 Mar 25
"6688 182 Street, Surrey","1,369,000",For Sale,49.1238451,-122.718577,,,11 Mar 25
"5989 Glen Place, Pender Harbour","2,349,000",For Sale,49.62234230000001,-124.0254519,5,4,11 Mar 25
"32496 Mcrae Avenue, Mission","999,999",For Sale,49.1436455,-122.3247831,3,1,11 Mar 25
"508 - 55 Duke Street, Kitchener","549,900",For Sale,43.4511558,-80.4909423,4,2,11 Mar 25
"2714 - 60 Frederick Street, Kitchener","429,000",For Sale,43.45077819999999,-80.4870954,2,3,11 Mar 25
"806 - 460 Dundas Street, Hamilton","2,250",For Rent,43.34324429999999,-79.87961349999999,1,1,11 Mar 25
"2118 - 5033 Four Springs Avenue, Mississauga","699,000",For Sale,43.6066687,-79.6558027,2,2,11 Mar 25
"14 - 3600 Colonial Drive, Mississauga","699,998",For Sale,43.5259256,-79.70517799999999,3,4,11 Mar 25
"1708 - 3939 Duke Of York Boulevard, Mississauga","2,399",For Rent,43.5882342,-79.64066079999999,1,2,11 Mar 25
"1608 - 39 Annie Craig Drive, Toronto","2,600",For Rent,43.625812,-79.4778589,1,1,11 Mar 25
"3102 - 1435 Celebration Drive, Pickering","3,100",For Rent,43.831404,-79.0801243,3,2,11 Mar 25
"1106 - 543 Richmond Street, Toronto","3,400",For Rent,43.6466759,-79.4015991,2,2,11 Mar 25
"3209 - 50 Charles Street, Toronto","3,000",For Rent,43.6693054,-79.3838586,2,1,11 Mar 25
"507 - 15 Mercer Street, Toronto","2,100",For Rent,43.6457196,-79.3901839,1,1,11 Mar 25
"803 - 2 Sonic Way, Toronto","2,500",For Rent,43.7194375,-79.3364421,2,2,11 Mar 25
"3013 - 50 Charles Street, Toronto","2,600",For Rent,43.6693054,-79.3838586,1,1,11 Mar 25
"2306 - 1 The Esplanade , Toronto","579,000",For Sale,43.6458823,-79.375992,1,1,11 Mar 25
"33 Jarvis Street, Brantford","568,000",For Sale,43.1424386,-80.2755547,2,3,11 Mar 25
"7 - 32929 Mission Way, Mission","599,000",For Sale,49.131515,-122.312593,,,11 Mar 25
"2105 - 1201 Marinaside Crescent, Vancouver","1,699,000",For Sale,49.2729228,-123.1202765,3,2,11 Mar 25
"204 - 625 3rd Street, North Vancouver","915,000",For Sale,49.308231,-123.061831,2,2,11 Mar 25
"133 Acacia Street, Parksville","729,000",For Sale,49.3194464,-124.3317592,4,2,11 Mar 25
"204 - 565 17th Street, West Vancouver","1,418,000",For Sale,49.32913809999999,-123.1606494,2,2,11 Mar 25
"6502 Gerke Place, Nanaimo","1,179,000",For Sale,49.2435404,-124.0485953,5,4,11 Mar 25
"28 - 15151 Edmund Drive, Surrey","899,000",For Sale,49.1070375,-122.8017471,3,3,11 Mar 25
"401 - 3690 Banff Court, North Vancouver","1,050,000",For Sale,49.3191699,-122.9697552,2,2,11 Mar 25
"1829 Sherwood Forrest Circle, Mississauga","1,668,500",For Sale,43.5384257,-79.65717389999999,4,4,11 Mar 25
"2003 - 1850 Comox Street, Vancouver","399,900",For Sale,49.2890306,-123.1410302,1,1,11 Mar 25
"50 June Avenue, Guelph","2,850",For Rent,43.5536602,-80.2768242,1,1,11 Mar 25
"17 - 1450 Mccallum Road, Abbotsford","649,000",For Sale,49.0285686,-122.2929112,3,3,11 Mar 25
"401 Black Drive, Milton","1,189,000",For Sale,43.521544,-79.8558059,2,2,11 Mar 25
"966 Forestwood Drive, Mississauga","1,348,000",For Sale,43.561797,-79.6429117,3,3,11 Mar 25
"86 Ridgefield Court, Brampton","899,900",For Sale,43.7689731,-79.72920669999999,4,2,11 Mar 25
"BSMT - 61 Valleybrook Road, Barrie","1,650",For Rent,44.3578385,-79.599755,4,3,11 Mar 25
"310 - 30525 Cardinal Avenue, Abbotsford","530,000",For Sale,49.0619627,-122.3788232,1,1,11 Mar 25
"64 Duncombe Lane, Richmond Hill","1,499,000",For Sale,43.8487302,-79.4510287,2,2,11 Mar 25
"906 Marinet Crescent, Pickering","700,000",For Sale,43.8199109,-79.1070503,3,4,11 Mar 25
"12 - 19128 65 Avenue, Surrey","779,900",For Sale,49.1215456,-122.6929171,3,2,11 Mar 25
"179 Main Street, Front Of Leeds & Seeleys Bay","450,803",For Sale,44.4778213,-76.234386,3,2,11 Mar 25
"521 5 Street, Lethbridge",1,For Sale,49.6918758,-112.8396546,,,11 Mar 25
"73 Marc Boulevard, Welland","599,900",For Sale,42.9647747,-79.2343988,2,2,11 Mar 25
"5 Dusk Drive, Brampton","3,499",For Rent,43.6538693,-79.768787,4,4,11 Mar 25
"Upper - 13 Savita Road, Brampton","2,999",For Rent,43.7112236,-79.8255044,3,2,11 Mar 25
"714 Atoka Drive, Mississauga","6,988,850",For Sale,43.5501011,-79.6132501,5,8,11 Mar 25
"90 Greenmount Road, Brampton","1,500",For Rent,43.7356939,-79.71215289999999,1,1,11 Mar 25
"185 Coronation Road, Whitby","3,100",For Rent,43.89596,-78.97636000000001,3,3,11 Mar 25
"12222 Trites Road, Richmond","1,990,000",For Sale,49.1247936,-123.1642232,3,3,11 Mar 25
"9227 210 Street, Langley","1,350,000",For Sale,49.1699251,-122.6390056,4,3,11 Mar 25
"33286 Newlands Avenue, Abbotsford","1,050,000",For Sale,49.055068,-122.3024949,4,3,11 Mar 25
"202 - 2855 Markham Road, Toronto","250,000",For Sale,43.8237295,-79.2472509,,,11 Mar 25
"114 Talbot Street East Street, Aylmer",1,For Rent,42.7726873,-80.9807614,,,11 Mar 25
"3 & 4 - 889 Pantera Drive, Mississauga",20,For Rent,43.6294123,-79.6419641,,,11 Mar 25
"3rd Flr - 134 Ossington Avenue, Toronto","2,500",For Rent,43.6472778,-79.4200838,,,11 Mar 25
"202 - 159 Lake Street, St. Catharines","379,900",For Sale,43.1683131,-79.2514389,2,1,11 Mar 25
"205 - 50 Gulliver Road, Toronto","445,000",For Sale,43.6991675,-79.47911069999999,1,1,11 Mar 25
"101 - 304 Essa Road, Barrie","619,900",For Sale,44.3539872,-79.69768669999999,2,2,11 Mar 25
"705 - 40 Baif Boulevard, Richmond Hill","738,000",For Sale,43.8584331,-79.4363941,3,2,11 Mar 25
"317 - 689 The Queensway Drive, Toronto","2,650",For Rent,43.6266934,-79.4997831,2,1,11 Mar 25
"3206 - 30 Elm Drive, Mississauga","2,450",For Rent,43.5899064,-79.631788,1,2,11 Mar 25
"2002 - 3975 Grand Park Drive, Mississauga","3,600",For Rent,43.5811611,-79.647464,2,2,11 Mar 25
"323 - 689 The Queensway , Toronto","2,400",For Rent,43.6266934,-79.4997831,1,1,11 Mar 25
"1105 - 55 Harrison Garden Boulevard, Toronto","2,800",For Rent,43.75686169999999,-79.407129,2,1,11 Mar 25
"543 SW - 121 Lower Sherbourne Street, Toronto","2,400",For Rent,43.6495044,-79.3670392,2,2,11 Mar 25
"402 - 135 George Street, Toronto","1,179,000",For Sale,43.6531058,-79.3714935,1,1,11 Mar 25
"716 - 8 Telegram Mews, Toronto","1,950",For Rent,43.6404522,-79.39477049999999,2,2,11 Mar 25
"508 - 30 Tretti Way, Toronto","2,200",For Rent,43.7330027,-79.4486143,0,1,11 Mar 25
"2310 - 70 Queens Wharf Road, Toronto","2,750",For Rent,43.6385212,-79.39945449999999,1,1,11 Mar 25
"402 - 151 Avenue Road, Toronto","4,000",For Rent,43.674107,-79.3961297,1,1,11 Mar 25
"1313 Farquharson Drive, Courtenay","1,134,900",For Sale,49.69654509999999,-124.9753108,2,2,11 Mar 25
"156 - 2905 141 Street, Edmonton","365,000",For Sale,53.4083272,-113.5630591,3,3,11 Mar 25
"55 Jacobs Close, St. Albert","1,299,000",For Sale,53.6646253,-113.644848,4,3,11 Mar 25
"109 - 828 Royal Avenue, New Westminster","789,000",For Sale,49.2025568,-122.9157564,2,3,11 Mar 25
"136 - 8288 207a Street, Langley","729,000",For Sale,49.1530026,-122.647093,2,2,11 Mar 25
"2181 72nd Avenue, Grand Forks","549,000",For Sale,49.02564839999999,-118.4633063,4,3,11 Mar 25
"2759 Qu'appelle Boulevard, Kamloops","819,900",For Sale,50.6581273,-120.2365882,4,3,11 Mar 25
"2775 Granite Place, Merritt","579,000",For Sale,50.1061346,-120.7700582,4,2,11 Mar 25
"311 - 2220 Kingsway , Vancouver","848,000",For Sale,49.2428756,-123.0608477,2,2,11 Mar 25
"789 Toy Creek Road, Kaleden","950,000",For Sale,49.3453646,-119.7277133,3,3,11 Mar 25
"8030 88 Avenue, Fort St. John","429,900",For Sale,56.23478790000001,-120.8116395,6,4,11 Mar 25
"8962 Grizzly Crescent, Kamloops","874,900",For Sale,50.6541978,-120.0842273,4,3,11 Mar 25
"9206 103 Avenue, Fort St. John","319,900",For Sale,56.2494574,-120.8329356,3,3,11 Mar 25
"LOT - 1 Hillcrest Drive, Prince George","699,900",For Sale,53.8096936,-122.9484865,,,11 Mar 25
"95 Partridge Street, Kitimat","219,000",For Sale,54.05366679999999,-128.6259769,3,1,11 Mar 25
"8140 98 Avenue, Fort St. John","334,900",For Sale,56.2444992,-120.8135413,5,2,11 Mar 25
"8915 91 Street, Fort St. John","299,900",For Sale,56.2359654,-120.8311157,4,2,11 Mar 25
"54 - 1295 Soball Street, Coquitlam","1,099,900",For Sale,49.2905285,-122.7480141,3,3,11 Mar 25
"7710 St Dennis Place, Prince George","1,198,000",For Sale,53.84851260000001,-122.772434,3,4,11 Mar 25
"301 - 651 Nootka Way, Port Moody","748,000",For Sale,49.27849,-122.8337,2,2,11 Mar 25
"297 Lyon Street, Prince George","589,900",For Sale,53.9227971,-122.78473,4,2,11 Mar 25
"803 - 1033 Marinaside Crescent, Vancouver","898,000",For Sale,49.273476,-123.1163516,1,1,11 Mar 25
"55 - 1000 Inverness Road, Prince George","177,900",For Sale,53.9414,-122.74588,2,2,11 Mar 25
"603 10 Street, Cold Lake","199,900",For Sale,54.4669458,-110.1756838,4,2,11 Mar 25
"2009 6 Avenue, Cold Lake","399,900",For Sale,54.4660018,-110.1883602,2,1,11 Mar 25
"2961 Main Street, Lower Clarks Harbour","119,000",For Sale,43.4380847,-65.6257424,5,3,11 Mar 25
"8208 100 Avenue, Fort St. John","339,900",For Sale,56.2470005,-120.8148022,3,1,11 Mar 25
"A510 - 20838 78b Avenue, Langley","650,000",For Sale,49.1448987,-122.64523,,,11 Mar 25
"202 - 11446 40 Avenue, Edmonton","129,900",For Sale,53.4764554,-113.529,2,2,11 Mar 25
"5240 - 48 St Street, Sangudo","42,500",For Sale,53.889723,-114.8945529,2,1,11 Mar 25
"237 - 6079 Maynard Way, Edmonton","279,900",For Sale,53.4399999,-113.564892,,,11 Mar 25
"387 Stanley Pk Drive, Central Elgin","1,080,000",For Sale,42.6618105,-81.22212,4,3,11 Mar 25
"125 Sienna Avenue, Belleville","2,875",For Rent,44.15107159999999,-77.41893309999999,3,2,11 Mar 25
"75 Mccandless Court, Milton","789,900",For Sale,43.4879738,-79.8690226,3,2,11 Mar 25
"177 Wallace Avenue, Toronto","1,900,000",For Sale,43.6623033,-79.4437319,5,4,11 Mar 25
"15 Stoney Road, Tiny","1,395,000",For Sale,44.7510822,-80.12013209999999,3,4,11 Mar 25
"22 Captain Armstrong's Lane, Markham","1,779,000",For Sale,43.8768766,-79.2454621,4,3,11 Mar 25
"B04 - 170 Park Road, Oshawa","1,849",For Rent,43.89074360000001,-78.8716771,2,1,11 Mar 25
"1530 Concession 1 Road, Niagara-on-the-lake","2,398,800",For Sale,43.2216992,-79.07188529999999,3,7,11 Mar 25
"LOWER UNIT - 533 East 27th Street, Hamilton","1,700",For Rent,43.2245309,-79.85370379999999,2,1,11 Mar 25
"2 - 2 Cushman Road, St. Catharines",12,For Rent,43.1663929,-79.19787149999999,,,11 Mar 25
"Upper - 157 King Street, Dundas","2,650",For Rent,43.267637,-79.9414029,2,2,11 Mar 25
"490 Queen Victoria Drive, Hamilton","899,000",For Sale,43.2024145,-79.8465461,6,2,11 Mar 25
"Basement - 213 East 28th Street, Hamilton","2,000",For Rent,43.2334249,-79.84767289999999,2,1,11 Mar 25
"15 - 760 Lawrence Avenue, Toronto","728,900",For Sale,43.7345487,-79.3600683,2,3,11 Mar 25
"Lot 82 - 107 Hammond Court, Blue Mountains","829,000",For Sale,44.5760583,-80.4870119,0,0,11 Mar 25
"3709 - 2220 Lake Shore Boulevard, Toronto","3,200",For Rent,43.6228596,-79.4831828,2,2,11 Mar 25
"1512 - 138 Downes Street, Toronto","568,000",For Sale,43.6446392,-79.3713451,1,1,11 Mar 25
"3504 4 Street, Edmonton","629,900",For Sale,53.4713276,-113.3479022,5,4,11 Mar 25
"18 Lakevista Point, Beaumont","679,900",For Sale,53.3450131,-113.4060341,5,5,11 Mar 25
"632 Main Street, Lillooet","499,000",For Sale,50.6930325,-121.9342637,3,1,11 Mar 25
"203 - 195 Commonwealth Street, Kitchener","2,295",For Rent,43.40608,-80.50419,2,2,11 Mar 25
"61 Soho Street, Hamilton","749,900",For Sale,43.18488019999999,-79.8174245,4,3,11 Mar 25
"2 Church Street, Campbellton","149,900",For Sale,48.0051881,-66.6578418,2,2,11 Mar 25
"134 Principale Street, Saint-basile","239,000",For Sale,46.7562692,-71.8247768,3,2,11 Mar 25
"351 John Street, Cobourg","299,900",For Sale,43.963273,-78.1656363,4,3,11 Mar 25
"2955 Main Street, Clark's Harbour","149,000",For Sale,43.43824250000001,-65.6256767,3,2,11 Mar 25
"353 John Street, Cobourg","299,900",For Sale,43.9632839,-78.1656603,3,1,11 Mar 25
"1538 Eastern Shore Road, West Berlin","345,000",For Sale,44.0729274,-64.5975721,3,2,11 Mar 25
"Main - 51 Dunkeld Avenue, St. Catharines","2,270",For Rent,43.1919248,-79.2054818,2,2,11 Mar 25
"3913 Gibson Court, Saanich","2,450,000",For Sale,48.4527784,-123.3754551,3,1,11 Mar 25
"8503 134a Avenue, Edmonton","445,000",For Sale,53.5960483,-113.4713961,4,2,11 Mar 25
"0 0 Avenue, Edmonton","950,000",For Sale,53.5460983,-113.4937266,,,11 Mar 25
"102 Kenpark Avenue, Brampton","2,600,000",For Sale,43.7423595,-79.80360759999999,5,5,11 Mar 25
"1 - Fifth Avenue, Ottawa","5,995",For Rent,45.4039606,-75.6824942,4,4,11 Mar 25
"7229 Edgewater Place, Coldstream","1,425,000",For Sale,50.2319116,-119.27784,4,3,11 Mar 25
"748 Trinity Street, Innisfil","1,274,988",For Sale,44.3324838,-79.5406958,3,4,11 Mar 25
"195 Commonwealth Street, Kitchener","2,295",For Rent,43.4061253,-80.50421,2,2,11 Mar 25
"1002 Redtail Private, Ottawa","434,900",For Sale,45.43249,-75.63426,2,3,11 Mar 25
"8 Berger (main) Avenue, Markham","4,500",For Rent,43.8545123,-79.22792439999999,5,3,11 Mar 25
"25 Redbury Street, Hamilton","599,900",For Sale,43.204351,-79.8386799,4,2,11 Mar 25
"6 Highland - 596101 Hwy 59 High, East Zorra-tavistock","699,900",For Sale,43.2237924,-80.8085492,1,1,11 Mar 25
"144 Wild Senna Way, Ottawa","334,900",For Sale,45.2868457,-75.7375733,4,3,11 Mar 25
"267 Donat Crescent, Dieppe","199,900",For Sale,46.0826853,-64.7138853,3,2,11 Mar 25
"231 Brookside Street, Glace Bay","799,900",For Sale,46.1851218,-59.9610637,3,2,11 Mar 25
"16 Lakeshore Drive, South Dundas","439,900",For Sale,44.89415270000001,-75.18225029999999,5,3,11 Mar 25
"10 Angus Road, Hamilton","540,000",For Sale,43.2183745,-79.7826371,3,2,11 Mar 25
"60 Big Canoe Drive, Georgina","1,095,000",For Sale,44.2962905,-79.3645531,4,4,11 Mar 25
"37 Ivylea Street, Ottawa","829,900",For Sale,45.3350404,-75.7548681,4,3,11 Mar 25
"114 - 2648 Tranquille Road, Kamloops","574,900",For Sale,50.7026245,-120.4247886,3,3,11 Mar 25
"906 - 330 Titan Private, Ottawa","396,500",For Sale,45.3478284,-75.72878419999999,1,1,11 Mar 25
"2124 Broadway Avenue, Saskatoon","544,900",For Sale,52.1042496,-106.6571479,4,4,11 Mar 25
"346 Bruce Street, Sault Ste. Marie","285,900",For Sale,46.51944779999999,-84.32623889999999,,,11 Mar 25
"128 L Avenue, Saskatoon","159,900",For Sale,52.157902,-106.6701577,2,1,11 Mar 25
"733 Hart Lane, Vernon","1,729,900",For Sale,50.3077879,-119.2223547,3,3,11 Mar 25
"2748 Corbett Road, Regina","454,900",For Sale,50.4906778,-104.6205707,3,3,11 Mar 25
"445 - 925 Leon Avenue, Kelowna","248,000",For Sale,49.88411259999999,-119.4820369,0,1,11 Mar 25
"513 4th Street, Nipawin","209,000",For Sale,53.358957,-104.0052155,4,2,11 Mar 25
"225 Petty Harbour Road, Goulds","69,000",For Rent,47.45784889999999,-52.7495841,,,11 Mar 25
"32 - 3113 7th Street, Saskatoon","172,500",For Sale,52.1133452,-106.6079735,2,1,11 Mar 25
"11621 90 Street, Edmonton","210,000",For Sale,53.5679861,-113.4794091,2,1,11 Mar 25
"13 - 83 Kennedy Road, Brampton",35,For Rent,43.688734,-79.7409213,2,2,11 Mar 25
"6448 Yonge Street, Innisfil","5,500",For Rent,44.2592737,-79.60307689999999,,,11 Mar 25
"411 Monk Street, Abbey","45,000",For Sale,50.7351524,-108.7619933,,,11 Mar 25
"29 Bradburn Crescent, St. Albert","550,000",For Sale,53.6416857,-113.6035801,4,2,11 Mar 25
"Sampson's Lane, Freshwater","69,900",For Sale,47.2543408,-53.9773952,4,3,11 Mar 25
"5109 51 Avenue, Fort Kent","134,900",For Sale,54.3128797,-110.6090253,1,1,11 Mar 25
"64 Douglas Street, Charlottetown","349,900",For Sale,46.2395274,-63.13215959999999,3,2,11 Mar 25
"21979 90 Avenue, Edmonton","499,900",For Sale,53.52388149999999,-113.6953239,3,1,11 Mar 25
"402 - 12045 22 Avenue, Edmonton","214,000",For Sale,53.4108163,-113.5375687,2,2,11 Mar 25
"0 - 2151 Mccallum Road, Abbotsford","79,000",For Sale,49.0409268,-122.294521,,,11 Mar 25
"129 Eric Maloney Way, Ottawa","2,700",For Rent,45.315893,-75.5915282,3,3,11 Mar 25
"312 - 41 Rykert Street, St. Catharines","285,000",For Sale,43.14135,-79.25404,2,2,11 Mar 25
"Moody Street, Port Moody","2,800",For Rent,49.2762939,-122.8502002,2,1,11 Mar 25
"2002 - 390 Dixon Road, Toronto","484,900",For Sale,43.695529,-79.5578415,2,1,11 Mar 25
"320 - 2333 Khalsa Gate, Oakville","639,000",For Sale,43.43029360000001,-79.7685516,1,2,11 Mar 25
"1205 - 15 Legion Road, Toronto","549,000",For Sale,43.6214794,-79.483972,1,1,11 Mar 25
"226 - 30 Shore Breeze Drive, Toronto","2,600",For Rent,43.62377619999999,-79.47963299999999,1,1,11 Mar 25
"1407 - 10 Wilby Crescent, Toronto","2,600",For Rent,43.6977738,-79.51229479999999,2,2,11 Mar 25
"327 - 32 Clarissa Drive, Richmond Hill","3,000",For Rent,43.863048,-79.4323555,2,2,11 Mar 25
"28 - 15 Huntingwood Drive, Toronto","3,450",For Rent,43.7805301,-79.32356829999999,3,4,11 Mar 25
"805 - 1468 14th Avenue, Vancouver","1,100,000",For Sale,49.2586356,-123.1373143,2,2,11 Mar 25
"43 - 2 Hedge End Road, Toronto","2,650",For Rent,43.80894259999999,-79.1741313,3,2,11 Mar 25
"s451 - 35 Rolling Mills Road, Toronto","2,600",For Rent,43.6528879,-79.35544039999999,2,2,11 Mar 25
"2101 - 35 Bales Avenue, Toronto","530,000",For Sale,43.7600317,-79.408301,1,1,11 Mar 25
"902 - 8988 Patterson Road, Richmond","999,999",For Sale,49.1899194,-123.1257308,3,2,11 Mar 25
"216 - 19236 Ford Road, Pitt Meadows","598,000",For Sale,49.22197629999999,-122.6888189,2,1,11 Mar 25
"1468 Cedar Cottage Mews, Vancouver","1,099,900",For Sale,49.248869,-123.0749368,2,3,11 Mar 25
"410 - 2117 Whistler Road, Whistler","629,900",For Sale,50.0986908,-122.9896541,1,1,11 Mar 25
"307 - 1103 Howie Avenue, Coquitlam","418,000",For Sale,49.25078999999999,-122.86121,1,1,11 Mar 25
"117 - 2565 Campbell Avenue, Abbotsford","399,900",For Sale,49.0488604,-122.2833171,1,1,11 Mar 25
"14 - 1073 Lynn Valley Road, North Vancouver","909,000",For Sale,49.3334634,-123.0446898,2,2,11 Mar 25
"908 Fennell Avenue, Hamilton","2,600",For Rent,43.2286563,-79.84247789999999,3,1,11 Mar 25
"511 Prestwick Circle, Calgary","529,900",For Sale,50.92680439999999,-113.9647708,,,11 Mar 25
"20171 83 Avenue, Langley","1,388,000",For Sale,49.15375,-122.66277,4,2,11 Mar 25
"14072 103 Avenue, Surrey","2,595,000",For Sale,49.1893725,-122.8322236,6,4,11 Mar 25
"218 Hilda Street, Orillia","1,950",For Rent,44.6014705,-79.39822099999999,5,2,11 Mar 25
"15125 104b Street, Rural Grande Prairie No. 1, County Of","2,400",For Sale,55.21749459999999,-118.8105116,2,1,11 Mar 25
"South Railway Avenue, Drumheller","539,000",For Sale,51.4619875,-112.7309232,3,3,11 Mar 25
"456 Barker Parkway, Thorold","2,600",For Rent,43.0836414,-79.1867319,4,3,11 Mar 25
"96 Maple Drive, Belleville","575,000",For Sale,44.18246790000001,-77.3998751,3,2,11 Mar 25
"5185 Massey Drive, Delta","1,449,900",For Sale,49.0820798,-123.0800117,5,2,11 Mar 25
"349 Milverton Boulevard, Toronto","1,249,000",For Sale,43.6858321,-79.327647,3,2,11 Mar 25
"2 Aquasanta Crescent, Hamilton","3,500",For Rent,43.20723710000001,-79.88637419999999,3,4,11 Mar 25
