Neighborhood,Year,Season,Property Type,Bedrooms,Bathrooms,Year Built,Renovation Year,Garage Type,Square Footage (House),Square Footage (Land),Basement,Legal Units,Market Price
Westwood Plateau,2018,Fall,Duplex,5,3,1984,2004,single,4138,3311,Not Finished,1,3315051.02
Westwood Plateau,2018,Winter,House,5,1,2017,0,triple,3983,8872,Not Finished,0,2951804.58
Westwood Plateau,2019,Spring,Condo,4,2,1952,0,triple,4656,4403,Not Finished,2,1001583.54
Westwood Plateau,2019,Summer,Townhouse,3,1,1966,0,single,937,1829,Not Finished,1,1874185.08
Westwood Plateau,2019,Fall,Triplex,1,1,1956,1988,none,3386,6344,Not Finished,2,2095864.29
Westwood Plateau,2019,Winter,Condo,5,3,1989,0,double,3418,5522,Not Finished,1,920043.12
Westwood Plateau,2020,Spring,Triplex,5,2,1951,0,single,2897,7734,Not Finished,0,1505113.92
Westwood Plateau,2020,Fall,Triplex,2,3,2010,0,single,717,2479,Finished,1,4390880.472
Westwood Plateau,2020,Winter,Triplex,5,2,1994,2012,none,2814,2379,Not Finished,0,2437249.668
Westwood Plateau,2021,Spring,Condo,2,2,2010,0,none,2561,4882,Not Finished,1,1841944.62
Westwood Plateau,2021,Summer,Duplex,1,1,2007,0,none,3936,5701,Not Finished,2,1751388.264
Westwood Plateau,2021,Fall,Townhouse,2,2,1973,1998,single,1838,6410,Finished,0,4249508.22
Westwood Plateau,2021,Winter,Townhouse,1,1,2000,2010,none,1607,8897,Not Finished,2,3318515.292
Westwood Plateau,2022,Spring,Duplex,5,2,1959,0,single,3700,1889,Finished,1,3686346.924
Westwood Plateau,2022,Summer,Duplex,3,3,1960,0,none,2251,9665,Not Finished,1,4390870.548
Westwood Plateau,2022,Fall,Triplex,2,3,2023,0,none,3860,1619,Finished,1,1864298.75
Westwood Plateau,2022,Winter,Townhouse,4,2,1993,2020,none,2754,6650,Not Finished,2,2221052.82
Westwood Plateau,2023,Spring,Duplex,2,3,1996,2023,single,3336,4648,Not Finished,0,2530467.5500000003
Westwood Plateau,2023,Summer,Townhouse,4,3,2019,0,none,3259,1982,Not Finished,0,2275373.23
Westwood Plateau,2023,Fall,Condo,4,2,1997,2018,double,3941,2573,Not Finished,0,2000372.53
Westwood Plateau,2023,Winter,Triplex,3,1,1968,0,double,1088,3962,Not Finished,2,3583010.56
Burke Mountain,2004,Spring,Townhouse,4,1,1981,2014,single,2817,3700,Finished,1,1937898.3
Burke Mountain,2004,Summer,Triplex,4,3,1988,2002,double,792,5196,Finished,2,976060.8
Burke Mountain,2004,Fall,Condo,1,1,1960,0,none,3684,6804,Not Finished,0,1147088.62
Burke Mountain,2004,Winter,Duplex,4,1,1960,0,single,2335,1544,Finished,1,1371794.73
Burke Mountain,2005,Spring,Duplex,1,2,1955,0,triple,2993,7331,Finished,2,1785459.5
Burke Mountain,2005,Summer,Condo,4,1,1989,2017,triple,4074,8407,Not Finished,2,412612.83
Burke Mountain,2005,Fall,Triplex,4,1,2011,0,single,2617,5091,Finished,1,1182849.269
Burke Mountain,2005,Winter,House,3,3,1999,0,double,2758,8050,Not Finished,1,2874822.87
Burke Mountain,2006,Spring,Duplex,5,3,2001,0,none,3001,9963,Not Finished,2,2470192.54
Burke Mountain,2006,Summer,Condo,1,2,2008,0,none,1163,5370,Not Finished,1,712025.61
Burke Mountain,2006,Fall,Townhouse,2,3,2011,2021,single,3432,8797,Not Finished,1,885519.42
Burke Mountain,2006,Winter,Condo,5,2,1957,0,single,3265,2962,Finished,0,1020449.76
Burke Mountain,2007,Spring,Triplex,1,2,2008,0,double,2399,9702,Finished,0,1346508.07
Burke Mountain,2007,Summer,Condo,5,2,1981,0,none,4111,4246,Finished,0,819673.38
Burke Mountain,2007,Fall,Triplex,4,2,2008,2022,single,3285,5027,Not Finished,2,2305148.47
Burke Mountain,2007,Winter,Condo,1,1,1986,2005,double,4091,5679,Not Finished,2,583367.92
Burke Mountain,2008,Spring,Triplex,1,2,2017,0,triple,1003,1338,Not Finished,1,2655642.29
Burke Mountain,2008,Summer,Townhouse,3,2,1953,0,triple,2443,9217,Not Finished,1,777146.34
Burke Mountain,2008,Fall,Duplex,4,1,1972,1998,none,4112,7861,Finished,0,2397671.16
Burke Mountain,2008,Winter,Townhouse,4,3,2019,0,none,3174,3396,Not Finished,1,890002.05
Burke Mountain,2009,Spring,Townhouse,2,3,2018,0,single,959,7902,Finished,0,715747.48
Burke Mountain,2009,Summer,Townhouse,4,2,2023,0,single,4456,4150,Finished,2,669273.61
Burke Mountain,2009,Fall,Townhouse,2,2,1978,1997,none,3896,6019,Finished,2,984330.52
Burke Mountain,2009,Winter,Townhouse,1,1,2009,2023,none,562,3899,Finished,2,1387341.89
Burke Mountain,2010,Spring,Condo,5,2,1952,2020,single,3942,3347,Not Finished,2,863667.15
Burke Mountain,2010,Summer,Condo,1,3,1988,0,none,4214,4552,Not Finished,2,1001279.49
Burke Mountain,2010,Fall,Duplex,2,1,1960,1991,none,4918,5011,Finished,1,1641436.54
Burke Mountain,2010,Winter,Condo,2,1,1954,1988,triple,3700,1138,Not Finished,0,450437.43
Burke Mountain,2011,Spring,Condo,2,2,1992,0,single,2109,3334,Not Finished,0,677119.11
Burke Mountain,2011,Summer,House,2,1,1972,0,single,2963,7635,Not Finished,2,3632540.03
Burke Mountain,2011,Fall,Triplex,5,3,2011,2023,single,1640,6972,Finished,2,2925322.03
Burke Mountain,2011,Winter,House,3,3,2009,0,triple,2272,3467,Finished,1,2775611.03
Burke Mountain,2012,Spring,House,2,3,1975,0,double,4431,3689,Finished,2,1827858.67
Burke Mountain,2012,Summer,Triplex,3,3,1990,0,double,1264,9020,Not Finished,1,2982070.1
Burke Mountain,2012,Fall,Duplex,3,3,1966,1978,single,3123,6549,Not Finished,2,2310008.04
Burke Mountain,2012,Winter,Condo,1,3,1997,2012,none,4930,8221,Not Finished,0,401808.83
Burke Mountain,2013,Spring,Condo,5,3,1962,0,single,1486,9797,Finished,0,1669776.407
Burke Mountain,2013,Summer,Duplex,1,3,1961,2005,none,2587,8716,Finished,1,1456335.98
Burke Mountain,2013,Fall,House,1,3,1998,2014,none,1410,3123,Finished,0,3658224.53
Burke Mountain,2013,Winter,Triplex,2,3,2005,0,triple,4747,6121,Finished,1,1291141.58
Burke Mountain,2014,Spring,House,3,1,1995,2008,none,3582,5972,Not Finished,0,3667134.45
Burke Mountain,2014,Summer,Duplex,2,1,1994,2015,double,811,7198,Finished,0,1185746.13
Burke Mountain,2014,Fall,Duplex,3,3,2022,0,single,4864,7430,Finished,2,3544851.34
Burke Mountain,2014,Winter,Triplex,1,1,1998,2019,single,2745,5059,Finished,2,2054292.91
Burke Mountain,2015,Spring,Condo,5,2,1979,0,none,4000,4809,Not Finished,2,733503.73
Burke Mountain,2015,Summer,Townhouse,1,1,1955,0,single,3981,8756,Finished,2,3008768.86
Burke Mountain,2015,Fall,Condo,3,3,1969,0,triple,1854,8141,Not Finished,1,1181862.84
Burke Mountain,2015,Winter,Townhouse,3,3,1973,0,none,4576,1070,Finished,2,2763180.85
Burke Mountain,2016,Spring,Triplex,2,2,1979,0,double,2747,4598,Finished,0,3612400.52
Burke Mountain,2016,Summer,Townhouse,5,3,2017,0,double,2151,2042,Not Finished,0,2867675.74
Burke Mountain,2016,Fall,Townhouse,5,1,1965,0,double,1771,3593,Finished,1,2042756.73
Burke Mountain,2016,Winter,Triplex,5,3,2006,2019,double,2676,8257,Finished,1,2940330.35
Burke Mountain,2017,Spring,Condo,2,2,1973,0,double,4159,6447,Finished,2,1700714.36
Burke Mountain,2017,Summer,House,5,3,1953,0,triple,1429,1899,Not Finished,0,5198215.3
Burke Mountain,2017,Fall,Townhouse,5,3,1954,1981,single,4885,4935,Not Finished,2,1057243.95
Burke Mountain,2018,Spring,Triplex,2,1,1979,0,single,1420,2943,Finished,0,3001850.32
Burke Mountain,2018,Summer,Townhouse,2,3,1955,0,none,2599,3741,Not Finished,1,2334090.59
Burke Mountain,2018,Fall,Townhouse,2,2,2018,0,double,3509,6947,Finished,2,1161043.54
Burke Mountain,2018,Winter,Condo,1,2,2014,0,none,726,1223,Not Finished,1,1755613.37
Burke Mountain,2019,Spring,Duplex,5,2,1974,2007,none,4822,3825,Finished,1,4278490.11
Burke Mountain,2019,Summer,Townhouse,3,3,2014,0,single,3694,4121,Finished,2,3520262.41
Burke Mountain,2019,Fall,Triplex,5,1,1952,1970,double,2579,3690,Not Finished,0,1491851.38
Burke Mountain,2019,Winter,Townhouse,3,1,2018,0,none,3026,3455,Finished,2,2137983.91
Burke Mountain,2020,Spring,Townhouse,4,3,1984,2011,none,3146,5327,Finished,0,3647415.21
Burke Mountain,2020,Summer,House,1,2,1961,2004,none,4142,2956,Not Finished,0,1719893.91
Burke Mountain,2020,Fall,Condo,1,1,1958,0,none,4232,3698,Finished,1,1331289.4559999998
Burke Mountain,2020,Winter,Condo,4,1,1996,2021,none,2424,4277,Finished,2,947966.748
Burke Mountain,2021,Spring,Condo,2,1,1971,2019,none,4597,1865,Not Finished,1,1453366.572
Burke Mountain,2021,Fall,Condo,5,2,1979,0,triple,2620,7357,Finished,0,2179926.768
Burke Mountain,2021,Winter,House,3,2,2005,0,none,2196,5768,Finished,1,1460048.772
Burke Mountain,2022,Summer,Townhouse,1,1,1991,0,none,4271,6366,Not Finished,0,4270412.544
Burke Mountain,2022,Fall,Duplex,5,2,2009,0,double,3997,2476,Finished,0,3439622.61
Burke Mountain,2022,Winter,Condo,2,1,1952,2008,double,1621,9364,Finished,1,629263.03
Burke Mountain,2023,Spring,Townhouse,4,2,1962,1987,none,2693,3929,Finished,1,1292579.61
Burke Mountain,2023,Summer,Duplex,2,3,1989,2008,single,2945,8125,Finished,2,3620716.06
Burke Mountain,2023,Fall,Duplex,2,2,1969,2019,double,3838,4284,Not Finished,2,1471734.24
Burke Mountain,2023,Winter,Triplex,1,3,1981,1991,single,3684,4067,Not Finished,1,4999684.83
Coquitlam Centre,2004,Spring,Triplex,1,2,1964,0,none,1565,8615,Not Finished,1,803788.61
Coquitlam Centre,2004,Summer,Triplex,5,3,2017,0,none,990,4161,Not Finished,1,1704214.64
Coquitlam Centre,2004,Fall,Duplex,2,1,1954,0,triple,4230,7674,Finished,1,1622012.76
Coquitlam Centre,2004,Winter,Townhouse,4,2,1968,2000,single,4684,1705,Finished,1,608771.002
Coquitlam Centre,2005,Spring,Townhouse,5,1,1976,2022,none,2289,7307,Not Finished,0,1072241.04
Coquitlam Centre,2005,Summer,Duplex,1,3,1969,1989,triple,2019,3732,Not Finished,2,1475088.17
Coquitlam Centre,2005,Fall,Townhouse,4,1,1973,1995,single,3392,8806,Finished,0,915230.05
Coquitlam Centre,2005,Winter,Townhouse,1,1,1967,1978,triple,3633,6189,Finished,0,733279.09
Coquitlam Centre,2006,Spring,Townhouse,3,3,1978,1994,triple,1475,7564,Finished,2,1093406.79
Coquitlam Centre,2006,Summer,Duplex,4,3,1998,0,single,4142,6674,Finished,2,2143162.61
Coquitlam Centre,2006,Fall,Condo,4,1,1958,1999,single,2754,2883,Not Finished,0,596082.28
Coquitlam Centre,2006,Winter,Duplex,1,2,1994,0,single,4467,2050,Not Finished,1,966339.55
Coquitlam Centre,2007,Spring,Duplex,2,3,2020,0,single,1323,8372,Finished,0,2052908.7
Coquitlam Centre,2007,Summer,Duplex,5,3,1983,2021,none,2789,8867,Finished,0,1576257.08
Coquitlam Centre,2007,Fall,Condo,3,1,1986,2010,double,2725,5878,Finished,2,371886.21
Coquitlam Centre,2007,Winter,House,1,2,1993,2007,single,4373,8853,Finished,0,3258662.9
Coquitlam Centre,2008,Spring,Triplex,3,1,1965,0,single,2491,5353,Finished,0,2348156.18
Coquitlam Centre,2008,Summer,Townhouse,5,2,2021,0,double,2624,5584,Not Finished,2,1398793.38
Coquitlam Centre,2008,Fall,Condo,5,3,1995,0,triple,2048,2636,Finished,2,852904.15
Coquitlam Centre,2008,Winter,Duplex,4,3,2005,0,none,2414,3362,Finished,1,1560411.11
Coquitlam Centre,2009,Spring,Triplex,2,3,1986,2001,triple,2652,1964,Not Finished,0,1358231.71
Coquitlam Centre,2009,Summer,House,1,3,2022,0,none,4155,4707,Not Finished,0,1869098.01
Coquitlam Centre,2009,Fall,Condo,1,1,1958,0,single,3737,8117,Finished,0,446312.99
Coquitlam Centre,2009,Winter,House,2,2,1957,1980,triple,887,3162,Not Finished,0,1200674.59
Coquitlam Centre,2010,Spring,Condo,4,2,1952,0,none,4407,5398,Not Finished,2,878515.46
Coquitlam Centre,2010,Summer,Condo,4,1,2021,0,single,4781,1842,Finished,1,1161703.9
Coquitlam Centre,2010,Fall,House,2,1,1981,0,none,4662,5913,Not Finished,2,1157388.31
Coquitlam Centre,2010,Winter,Townhouse,4,1,1968,0,none,3623,1372,Finished,1,1248233.07
Coquitlam Centre,2011,Spring,Duplex,5,3,1963,0,triple,3965,5003,Finished,0,1475049.46
Coquitlam Centre,2011,Summer,Condo,1,3,1955,1972,none,4246,3566,Not Finished,2,1242482.18
Coquitlam Centre,2011,Fall,House,4,1,2020,0,single,1956,3450,Finished,2,2028368.11
Coquitlam Centre,2011,Winter,Townhouse,2,1,2012,0,none,671,4867,Finished,1,835029.39
Coquitlam Centre,2012,Spring,Condo,1,2,1981,1995,single,713,9279,Finished,1,1098256.13
Coquitlam Centre,2012,Summer,House,1,3,1990,2004,double,1125,3113,Not Finished,2,4638998.62
Coquitlam Centre,2012,Fall,Triplex,4,3,1954,0,single,1375,6283,Finished,1,1213591.6
Coquitlam Centre,2012,Winter,Triplex,3,3,1956,0,none,3698,4424,Finished,0,1443057.73
Coquitlam Centre,2013,Spring,House,2,3,2013,2023,none,1724,3865,Not Finished,1,1220322.09
Coquitlam Centre,2013,Summer,Condo,4,1,1990,2011,single,2387,3792,Finished,1,1309304.9
Coquitlam Centre,2013,Fall,Townhouse,3,1,2010,0,single,1255,4448,Finished,1,1767700.44
Coquitlam Centre,2013,Winter,Triplex,2,2,1967,0,double,511,5937,Finished,1,1979283.09
Coquitlam Centre,2014,Spring,Condo,3,3,2016,0,single,1987,2225,Finished,1,1194816.37
Coquitlam Centre,2014,Summer,Triplex,2,1,2014,0,triple,4347,5400,Not Finished,0,1686960.63
Coquitlam Centre,2014,Fall,Townhouse,4,1,2022,0,single,1062,5382,Not Finished,1,2473746.98
Coquitlam Centre,2014,Winter,Condo,4,2,2023,0,triple,4656,9140,Not Finished,1,1275574.42
Coquitlam Centre,2015,Spring,Townhouse,5,3,1987,0,triple,2256,1916,Finished,2,2467370.19
Coquitlam Centre,2015,Summer,Condo,4,1,1974,1995,triple,4968,7963,Finished,0,767117.13
Coquitlam Centre,2015,Fall,Triplex,5,1,2005,0,double,3311,8778,Finished,1,1396081.07
Coquitlam Centre,2015,Winter,Townhouse,1,1,1970,2017,single,3191,2409,Not Finished,2,2024813.5
Coquitlam Centre,2016,Spring,House,1,1,1966,1983,triple,4920,7679,Finished,2,1908361.94
Coquitlam Centre,2016,Fall,House,1,1,1979,0,double,4442,7460,Finished,2,5110706.11
Coquitlam Centre,2016,Winter,Triplex,3,3,1950,1993,triple,2181,1166,Finished,2,2988964.19
Coquitlam Centre,2017,Spring,Triplex,5,2,1971,2003,triple,4326,5758,Not Finished,1,1810306.66
Coquitlam Centre,2017,Summer,Townhouse,1,1,2009,0,triple,915,2460,Finished,1,2277932.44
Coquitlam Centre,2017,Fall,Duplex,4,3,1996,0,none,4684,6344,Finished,0,2091543.99
Coquitlam Centre,2017,Winter,Condo,2,3,1993,0,double,787,9805,Not Finished,0,1346987.24
Coquitlam Centre,2018,Spring,House,5,2,1972,0,none,1740,9663,Finished,0,1237564.18
Coquitlam Centre,2018,Summer,House,4,2,1984,2011,none,3045,5262,Finished,2,1880524.69
Coquitlam Centre,2018,Fall,Triplex,2,3,1998,2010,triple,2494,6355,Not Finished,2,1462301.32
Coquitlam Centre,2018,Winter,House,1,1,1980,0,single,4811,8818,Not Finished,1,2483514.28
Coquitlam Centre,2019,Spring,Duplex,1,2,1992,0,triple,3012,3260,Finished,2,4386875.29
Coquitlam Centre,2019,Summer,Townhouse,4,2,1963,0,none,2736,9255,Finished,0,3284607.41
Coquitlam Centre,2019,Fall,House,1,2,2013,0,double,2623,6918,Not Finished,1,1562811.85
Coquitlam Centre,2019,Winter,House,3,1,2003,0,double,4342,1749,Finished,0,3175217.48
Coquitlam Centre,2020,Spring,House,5,1,1993,0,none,3997,6277,Finished,0,1889614.63
Coquitlam Centre,2020,Summer,Townhouse,4,1,1986,0,none,521,7058,Not Finished,1,2054915.78
Coquitlam Centre,2020,Fall,Condo,3,3,1958,0,single,1817,2241,Finished,1,2498765.616
Coquitlam Centre,2020,Winter,Townhouse,3,2,2005,0,triple,1255,1209,Finished,2,1747122.7440000002
Coquitlam Centre,2021,Spring,Condo,5,2,1963,0,triple,4622,2460,Finished,0,2637122.58
Coquitlam Centre,2021,Fall,Townhouse,4,3,2014,0,double,3274,5597,Not Finished,0,4204650.588
Coquitlam Centre,2021,Winter,Townhouse,5,1,1951,1995,triple,1612,1823,Finished,2,1286240.5799999998
Coquitlam Centre,2022,Spring,Condo,5,2,1980,2013,triple,2972,9415,Not Finished,2,1509540.036
Coquitlam Centre,2022,Summer,Condo,2,1,1965,0,double,3171,1888,Not Finished,0,1495266.696
Coquitlam Centre,2022,Fall,Triplex,3,3,1965,0,triple,1457,8478,Not Finished,2,3567546.94
Coquitlam Centre,2022,Winter,Condo,3,3,1953,1982,single,2037,5765,Not Finished,2,606713.09
Coquitlam Centre,2023,Spring,House,1,1,1981,0,triple,1025,8199,Finished,0,4091694.29
Coquitlam Centre,2023,Summer,Condo,2,1,1987,2008,none,4774,9503,Finished,0,2031974.42
Coquitlam Centre,2023,Fall,Townhouse,5,3,2001,2015,double,4865,2022,Finished,1,2203090.83
Coquitlam Centre,2023,Winter,House,2,3,1957,2004,triple,647,6410,Not Finished,2,2489331.866
Maillardville,2004,Spring,Condo,4,1,1961,2018,none,1490,2244,Not Finished,0,976025.58
Maillardville,2004,Summer,House,5,2,1967,2003,none,1346,8201,Not Finished,1,2420802.32
Maillardville,2004,Fall,Townhouse,5,2,2021,0,single,2768,5561,Finished,1,1798627.28
Maillardville,2004,Winter,Triplex,2,3,2009,2020,none,1611,7279,Not Finished,0,735500.24
Maillardville,2005,Spring,Triplex,5,3,2008,2019,single,1633,6842,Not Finished,0,2336353.06
Maillardville,2005,Summer,Duplex,1,1,2021,0,single,3823,5281,Not Finished,0,2308214.53
Maillardville,2005,Fall,Duplex,1,1,2017,0,double,1077,7096,Finished,1,1224161.43
Maillardville,2005,Winter,House,5,2,1973,2022,triple,3598,7515,Finished,2,1560825.056
Maillardville,2006,Spring,Condo,3,1,2018,0,triple,671,1226,Finished,2,695203.03
Maillardville,2006,Summer,Townhouse,3,2,1973,0,triple,2218,4377,Not Finished,1,604553.51
Maillardville,2006,Fall,House,4,2,1978,0,triple,4243,8826,Finished,2,2054336.45
Maillardville,2006,Winter,Triplex,4,2,1968,2000,triple,1816,3916,Not Finished,0,886334.99
Maillardville,2007,Spring,Townhouse,5,2,1985,2002,single,932,7406,Finished,1,1060297.79
Maillardville,2007,Summer,Townhouse,4,1,1966,0,double,2286,6031,Finished,0,1082743.16
Maillardville,2007,Fall,Townhouse,3,2,2006,0,single,4112,5321,Finished,1,1251285.24
Maillardville,2007,Winter,Condo,1,1,1956,0,triple,1246,1494,Not Finished,0,357071.95
Maillardville,2008,Spring,Townhouse,2,2,1976,0,triple,2553,8739,Finished,1,2175245.42
Maillardville,2008,Summer,Triplex,5,3,1995,2016,triple,4696,2097,Finished,1,1473848.9
Maillardville,2008,Fall,Triplex,2,3,1969,2006,double,1423,1848,Not Finished,0,1419500.39
Maillardville,2008,Winter,Triplex,1,2,1994,0,double,1917,7260,Finished,2,1949303.22
Maillardville,2009,Spring,Duplex,1,1,2015,0,none,3417,3931,Not Finished,1,1172921.37
Maillardville,2009,Summer,Condo,3,2,1995,2008,single,2291,7696,Finished,0,1279917.52
Maillardville,2009,Fall,House,5,2,1991,0,single,4860,9495,Finished,0,1131557.14
Maillardville,2009,Winter,House,1,3,1997,0,none,4523,5392,Not Finished,2,1336870.91
Maillardville,2010,Spring,House,5,1,2022,0,none,2152,1205,Not Finished,2,3338336.94
Maillardville,2010,Summer,Triplex,5,1,1966,1986,triple,2383,3432,Not Finished,0,2683899.26
Maillardville,2010,Fall,Duplex,4,2,1997,2016,single,1734,2239,Not Finished,1,1078666.73
Maillardville,2010,Winter,Duplex,2,2,2005,0,triple,4491,8264,Finished,1,2793536.19
Maillardville,2011,Spring,House,2,1,1952,0,double,4613,2221,Finished,0,2894364.7
Maillardville,2011,Summer,Condo,1,3,1957,1983,triple,790,5198,Not Finished,1,859152.87
Maillardville,2011,Fall,Triplex,1,3,1959,0,single,4118,8496,Not Finished,0,1448242.32
Maillardville,2011,Winter,House,2,2,1987,0,double,1630,5835,Not Finished,2,2935312.3
Maillardville,2012,Spring,Condo,4,1,1977,0,none,2261,1966,Finished,0,1298474.05
Maillardville,2012,Summer,Duplex,4,3,1964,0,none,3984,6620,Not Finished,0,1999987.01
Maillardville,2012,Fall,Duplex,5,3,1959,2007,double,1755,8887,Not Finished,0,2258624.96
Maillardville,2012,Winter,Condo,2,1,1997,0,double,3091,8288,Not Finished,1,631618.47
Maillardville,2013,Spring,House,1,3,2016,0,triple,2247,7863,Finished,1,4641547.23
Maillardville,2013,Summer,Townhouse,5,1,2022,0,double,1350,3417,Finished,1,898240.82
Maillardville,2013,Fall,Condo,4,3,1984,0,triple,2897,4141,Finished,1,1184066.42
Maillardville,2013,Winter,Triplex,4,1,1988,2009,triple,3126,6699,Not Finished,0,2707978.5
Maillardville,2014,Spring,Duplex,1,2,2012,0,single,2328,5904,Finished,1,1546154.26
Maillardville,2014,Summer,Duplex,2,3,2007,0,single,2485,8267,Finished,1,1271206.45
Maillardville,2014,Fall,Townhouse,5,2,1976,0,none,1009,2312,Finished,2,2401710.14
Maillardville,2014,Winter,Triplex,5,1,1973,2011,none,2301,1371,Not Finished,2,3260536.19
Maillardville,2015,Spring,Triplex,5,3,2018,0,none,1630,2369,Finished,1,2607905.92
Maillardville,2015,Summer,Duplex,2,3,1985,0,triple,3002,7292,Not Finished,2,3375243.46
Maillardville,2015,Fall,Townhouse,3,1,1964,1999,triple,2300,3465,Not Finished,0,2316492.12
Maillardville,2015,Winter,Duplex,2,3,1999,2018,triple,1877,7838,Finished,2,2619852.88
Maillardville,2016,Spring,Triplex,5,3,1986,0,none,3691,7252,Not Finished,2,3044737.74
Maillardville,2016,Summer,House,3,2,1957,0,none,685,9119,Not Finished,1,3465038.59
Maillardville,2016,Fall,Triplex,5,2,1973,2001,double,4533,5780,Not Finished,2,2907127.5
Maillardville,2016,Winter,Townhouse,4,2,1967,0,none,864,7467,Finished,0,1762994.17
Maillardville,2017,Spring,House,4,2,2000,2011,single,788,8126,Not Finished,2,4619715.65
Maillardville,2017,Summer,Condo,4,2,1997,2019,triple,1172,2676,Not Finished,1,2017531.42
Maillardville,2017,Winter,Condo,4,3,1974,2011,none,777,2821,Not Finished,2,910334.355
Maillardville,2018,Spring,Triplex,5,1,2018,0,single,4742,8623,Not Finished,2,1722758.61
Maillardville,2018,Summer,House,1,1,1963,0,triple,2033,4729,Finished,2,2623415.96
Maillardville,2018,Fall,Condo,3,2,1965,1979,triple,3412,7475,Finished,1,1081024.96
Maillardville,2018,Winter,Triplex,1,3,1954,0,none,1156,6630,Not Finished,1,1468960.61
Maillardville,2019,Spring,Condo,1,1,2003,2017,none,1438,5909,Finished,0,2180151.56
Maillardville,2019,Summer,Townhouse,4,1,2000,2015,triple,2710,3267,Not Finished,2,2567714.39
Maillardville,2019,Fall,House,2,1,1964,0,single,683,2729,Finished,0,2631665.22
Maillardville,2019,Winter,Townhouse,5,1,1982,2000,none,2659,2731,Not Finished,2,1236071.284
Maillardville,2020,Spring,Condo,3,1,1957,1976,single,658,7177,Not Finished,2,1955504.77
Maillardville,2020,Summer,Condo,4,3,2000,0,single,1111,2421,Finished,1,1889111.78
Maillardville,2020,Fall,House,3,1,1998,0,none,4504,5061,Finished,1,2367575.736
Maillardville,2020,Winter,Townhouse,1,3,2000,0,single,771,7321,Not Finished,2,3752360.004
Maillardville,2021,Spring,Townhouse,3,3,1970,0,single,1909,7800,Not Finished,0,2337272.748
Maillardville,2021,Fall,Triplex,1,2,1994,2021,single,4579,4572,Finished,1,2570858.832
Maillardville,2021,Winter,Condo,2,3,1953,0,none,3165,8828,Finished,0,965219.1108
Maillardville,2022,Spring,House,2,1,2021,0,triple,650,2102,Finished,1,2093309.676
Maillardville,2022,Summer,Townhouse,2,2,2004,2015,single,2275,5277,Not Finished,1,3804937.164
Maillardville,2022,Fall,Duplex,3,3,1996,0,single,4034,1154,Finished,0,4223009.05
Maillardville,2022,Winter,Duplex,1,2,2018,0,double,3969,2292,Not Finished,0,3046614.9
Maillardville,2023,Spring,Townhouse,5,3,1978,2022,none,1410,9691,Not Finished,2,3220809.55
Maillardville,2023,Summer,Townhouse,3,1,1962,2004,double,602,4718,Not Finished,0,1685477.85
Maillardville,2023,Fall,Duplex,2,1,2018,0,double,3062,2485,Not Finished,1,3451231.22
Maillardville,2023,Winter,Duplex,4,1,1977,0,single,3844,4114,Not Finished,1,2008128.63
Ladner,2004,Spring,Duplex,1,1,1972,2020,triple,2708,8153,Finished,1,1747623.68
Ladner,2004,Summer,Triplex,4,2,1978,2001,single,723,1414,Finished,0,2031588.5
Ladner,2004,Fall,Triplex,5,2,1952,2006,none,1269,2501,Finished,0,1944176.23
Ladner,2004,Winter,Duplex,4,2,1984,1997,none,685,1919,Not Finished,0,2366975.63
Ladner,2005,Spring,Triplex,2,3,2014,0,double,3993,1780,Finished,2,2032707.48
Ladner,2005,Summer,Triplex,2,3,1956,0,single,3859,9595,Finished,2,2656159.6
Ladner,2005,Fall,Condo,5,3,1995,0,triple,699,5362,Not Finished,0,363560.0
Ladner,2005,Winter,Triplex,2,3,2006,0,triple,529,6804,Finished,2,1620402.95
Ladner,2006,Spring,Duplex,2,1,1984,0,double,2831,7236,Finished,1,1718320.16
Ladner,2006,Summer,House,5,1,1952,2018,none,2228,3617,Finished,1,2217106.74
Ladner,2006,Fall,House,3,2,1973,0,none,1323,6841,Not Finished,1,731940.29
Ladner,2006,Winter,Triplex,2,3,1953,1970,double,2806,2041,Not Finished,2,2311599.42
Ladner,2007,Spring,Triplex,1,3,2006,0,single,4624,2151,Not Finished,1,1730494.31
Ladner,2007,Summer,Townhouse,1,1,1992,2020,double,3888,6942,Finished,0,584382.81
Ladner,2007,Fall,Townhouse,3,1,2013,0,triple,1727,9385,Not Finished,2,1041470.85
Ladner,2007,Winter,Triplex,1,1,1954,1981,single,2333,7870,Finished,2,1399769.76
Ladner,2008,Spring,Duplex,2,3,2002,2021,none,4120,7162,Not Finished,2,2072701.51
Ladner,2008,Summer,Triplex,5,2,1996,0,triple,1564,6195,Finished,2,1206253.15
Ladner,2008,Fall,Condo,3,1,1974,0,single,592,8125,Not Finished,2,1170308.64
Ladner,2008,Winter,Condo,4,3,1993,2008,triple,1746,6099,Finished,1,373075.89
Ladner,2009,Spring,House,5,3,1950,0,triple,2518,4816,Not Finished,2,3157603.57
Ladner,2009,Summer,House,5,3,2018,0,single,3384,9253,Not Finished,0,2536620.49
Ladner,2009,Fall,Condo,2,2,1978,1989,none,1088,6393,Not Finished,2,783740.64
Ladner,2009,Winter,Townhouse,3,1,1973,0,double,2220,8989,Not Finished,2,2285405.88
Ladner,2010,Spring,Triplex,3,2,2023,0,triple,4085,7735,Finished,0,1525716.01
Ladner,2010,Summer,Duplex,2,1,1969,1987,single,1143,1103,Finished,1,1614280.61
